,audiocap_id,youtube_id,start_time,caption
16639,27658,BAHhZsDT320,30,Rain falling on a hard surface
16640,27653,BA8_dn_dA1g,0,An engine running loudly
16641,27652,BA8YrMd7KVk,320,Music followed by croaking
16642,27650,BA6e7Z1GwsY,30,A man speaks and then a second man speaks in return
16643,27657,BADztB3YwKk,30,A rowing of paddle boat on water
16644,27656,BAAuVdnomLI,30,Motorcycle engines hum and vibrate with people speaking in the distance
16645,27655,BA9bF9Y2-OE,30,Water splashes and a chicken crows in the distance followed by metallic banging
16646,23891,9KHFegabQIA,380,A man speaks followed by a series of shouts from a woman
16647,23890,9KGxY4A5pE0,30,An engine humming as a vehicle speeds down a road
16648,23897,9KM_zjIIYfE,18,A shutting sound with a constant buzz sound
16649,23896,9KLv0RR6xiA,20,A person snoring and another person laughing
16650,23898,9KNBPVTg7LU,30,Male speaking in a different language other than English
16651,74628,esKgI564dPc,40,A man speaks and wind blows
16652,35753,FbDq8L3IyY8,160,Car revving engine and squealing tires
16653,92220,rqF4uwABLWE,40,Some grinds into metal sharply
16654,7273,1upKS3eTXHo,20,A child and man speak followed by male laughter
16655,74193,eY3kyBoVsSQ,150,"Jangles then a loud squeak, a man talks and a liquid splashes into a container"
16656,44670,LGdZx_Ng2OU,70,A race car revs and accelerates while tires screech
16657,61091,WGNI2-glzQA,30,"A muffling speech, sniff and coughing"
16658,61097,WGtvmshFqfs,240,A racing vehicle revving and accelerating as dirt and gravel clank against a metal surface
16659,61096,WGqH6DQakio,140,An infant babbling followed by two thumps on a soft surface
16660,61099,WGuxTwJsKZ4,40,A male voice speaking with frying noises in the background
16661,24339,9ZB5-LH_uSs,80,A female talks while birds call in the distance
16662,56577,T8zELmSNq2M,110,Something is typing on a keyboard
16663,52856,Qa8QRHe31m8,1,A man speaks followed by a horn honking and distant traffic passing
16664,80712,jHasF0bCDMw,70,Music plays while wind blows and surf crashes nearby
16665,60948,WAN4idn4Lhs,30,A woman and a kid talk
16666,60944,WA9ASASYS8Y,30,A man speaking
16667,60943,WA3Szvg87KQ,9,A motorbike revving the engine
16668,60940,W9qS8GUdL4Q,290,A steam engine running on railroad tracks as steam hisses followed by compressed air releasing
16669,32196,DYF29CWcY1M,0,Birds calling while something splashes in water followed by a man speaking
16670,32195,DYEhh4tcm34,360,"A click sounds, and then an engine starts up, after which a man beings talking nearby"
16671,75578,fZLbR41uk_M,30,A man speaks very quickly to someone
16672,96013,um5HpmfXfxU,30,Two men talks while wind blows
16673,75576,fZ8JfZbZmS4,110,A small engine runs continuously
16674,21979,8OtCH6N2nak,30,A man talks softly as an engine hums and metal clanks against other metal things
16675,21975,8OkHHellqTc,580,"A train engine is running and passing by, and metal scraping and hissing occur"
16676,21976,8OoFIg4iqR4,70,"The wind is blowing, motorcycle engines are operating and revving up, and people are speaking in the background"
16677,21977,8OpLsWMn6P0,30,Female speaking followed by applause
16678,21970,8OTPu7DH0VI,0,A toilet is flushing
16679,21973,8OfO1jssGvA,30,"A rhythmic crunching, then a door closing"
16680,56396,T0rH88dGjLo,30,Man narrating and a vehicle rumbling
16681,56397,T0ztsRPJmVI,100,"A motor running, clicking on the roadway"
16682,3709,0TtczPtxGwM,30,A car is being passed by
16683,56391,T0ctp-zow2o,60,"Race cars pass by quickly, followed by a race car skidding nearby and revving up"
16684,3702,0Tl8X8KCeqY,60,Train horn and associated train sounds
16685,3700,0TjvOoK62cc,30,A helicopter aircraft is taking off
16686,3701,0TkwB1q5V3M,11,Sharp hissing noise accompanied by faint conversation in the background and camera tapping noise and metallic clanking
16687,3704,0Tq3rZWJQWg,30,"A woman giving a speech, people talk in the distance"
16688,2121,#NAME?,360,Ducks are honking followed by a man talking and three gunshots
16689,12437,40bPcOiYAVY,110,An engine is idling
16690,2123,#NAME?,0,A woman speaks and then a sewing machine begins working
16691,2125,#NAME?,30,Loud and fast engine speeding by
16692,2124,#NAME?,230,Sound of rain and wind
16693,4919,0xjYmKKUJvc,30,A woman giving a speech to a large crowd
16694,4916,0xguxiFSd54,30,Two adult females are speaking
16695,4917,0xh0x5wL_lg,70,Water is sloshing around in a toilet
16696,4914,0xecHNQsNfc,10,An emergency vehicle drives and blasts its siren
16697,4915,0xgjlup2KBI,30,The sound of a car skidding on high speed and a male chuckle in the background
16698,4912,0xdlOzUU-fA,30,Cars racing with music in the background
16699,4913,0xdtozv5bLU,30,A crowd laughs as a man speaks to a woman
16700,4910,0xdJWDNLZrE,290,Water flushing down a toilet
16701,4911,0xdRdFImji8,30,People speak while animals yip and bark
16702,72587,dN_xESMmWro,380,A sewing machine works and then stops
16703,57623,Ts_pf3PA-4g,30,Engine fail start followed by engine starting
16704,15420,5J-QMU6JzNA,30,A man speaks into a reverberating microphone
16705,6833,1j6Rmw7Tb9M,30,"An adult male is speaking, and another adult male is speaking in the background"
16706,12431,40KrKWYeUEg,30,"An adult female speaks and laughs, and a crowd claps and cheers"
16707,75996,fsx5WP6FofU,30,Scrubbing noise against a wet surface
16708,6830,1j207risRvM,24,A woman speaking to a cat
16709,59604,VF6jslEn49k,170,Vibrations of a power tool with a man speaking
16710,48824,Nwd_UTGfOPQ,30,High winds and water rushing waves
16711,6918,1l2JCxeQzz8,190,Water is running and something clanks on glass and person speaking
16712,6834,1j6a885F7uM,30,Women singing followed by thunder and more singing
16713,48821,Nwb2ZQ5L4wU,30,A motorcycle is revving up
16714,53812,RGtzhyLbuGA,60,Wind blows strongly
16715,53811,RGp0re88I9Y,0,A smooth well run saw is going through something slowly
16716,6839,1jD2iUXynFo,30,A vacuum is going while dog is bow-wow
16717,53814,RGxGn-VGW5s,290,"An adult male shouts once in the background as an emergency vehicle siren blows at a steady pitch and approaches, then the pitch drops and a motor vehicle engine hum becomes evident"
16718,52224,QAsXowMRViY,10,Breathing with some rustling with distant birds chirping
16719,69606,bCAjPFL9MuY,10,An animal bleating with a person and a baby laughing
16720,34836,F-qkeRTl8gY,0,A vehicle engine starting up then running idle
16721,83538,lLiVHOnw4Lw,90,An engine chugging then slows slightly and continues chugging
16722,83532,lLOc7VnZr7k,480,A toilet is flushed while a man talks and a woman murmurs
16723,83534,lLbNjbWAPRU,270,Rubbing of metal
16724,83535,lLca10r29DE,20,"Hissing occurs, then an aircraft engine operates with loud whooshing"
16725,83537,lLfUG0koT04,160,Car racing sounds followed by engine revving
16726,6855,1jfwHuIRWK0,22,"An engine idling followed by a person talking, the car accelerates with a large bang and laughing"
16727,15746,5RmtLvy8icQ,30,Man giving a speech
16728,15747,5Rni-EespT0,30,A man is talking with a whooshing sound in the background
16729,15740,5RgzjcAvK5c,70,"Loud engines hum, squeaking brakes, people speak"
16730,15741,5RiwMAGHteQ,70,An engine revs and speeds by
16731,15742,5RjjEGJz7Uk,60,Birds are chirping and a man is talking over them
16732,15743,5RkLgpR2uoo,6,"An animal whimpers, clicking occurs, and shuffling and scraping"
16733,15748,5RpXe4bKehs,20,Dog whimpering and moving about a hard surface
16734,15749,5RrpY_UZbxk,7,A vehicle accelerating
16735,86886,nog9pcnG_8Y,200,A man speeches and some metal hits
16736,14705,5-85gsD98Xw,30,A man delivers a speech
16737,18243,6ab8NbGPmz4,21,An engine runs at a constant
16738,18241,6aZkF2dWPFc,130,A small remote control vehicle speeds off
16739,18246,6ahK-xupWs0,100,A train blows its steam whistle a few times
16740,18247,6ahl-0rwS_M,20,A person standing outside and moves something and sounds like they stumble on something
16741,71470,c_-HYYulpuA,0,A firearm cocking followed by multiple gunfire shots then a woman speaking as a crowd of people talk in the background
16742,71476,c_JXNqNL5Mc,7,A train horn loudly blowing followed by a group of people talking while warning signals beep in the distance
16743,6583,1cxMSpUhb8I,190,"Water is running and gurgling, and an adult male speaks"
16744,6582,1cx2-BOUGGQ,30,Dogs barking and puppies yipping
16745,6581,1cwBAUf9dNQ,7,"An adult male speaks, a cat meows, and other people speak"
16746,6587,1d3BaF2jEgs,30,A man is speaking
16747,6586,1d-Xhq3FIks,30,Rain falling on car driving
16748,6585,1czWe8Uo5sw,0,Speaking followed by screaming and laughter
16749,6584,1cybInIs1ZI,30,"A motor vehicle engine is running, and an adult male speaks inaudibly in the background"
16750,6589,1d5kZjCzDVE,30,Car speeding then stopping quickly
16751,6588,1d3EB-42LU4,11,Faint speech followed by tapping and silence
16752,39412,Hrv9onuz6R0,40,Food fries and someone moves pots around
16753,39411,HrrsDIdllA0,0,A rocket igniting followed by an explosion then wood and gravel falling on a surface
16754,39418,Hs8F4rYagQ4,0,Irregular fast-paced thumping on wooden floor
16755,31649,DGldMuVrUT0,0,A toilet flushes and water drains
16756,50812,PEu_swhnDww,0,Several women speaking one at a time
16757,93883,t7pfnTWWV1o,30,Outdoor ambiance with birds chirping in the distance and a frog croaking
16758,50810,PEpIPQr4emc,30,A man talking along with light clanging noises of pots and pans in the background
16759,21092,7x0UkVwEmiA,30,A train passes by with a sharp high pitched engine and rolling wheels
16760,19805,7JL3P55qyEU,310,Several race cars whiz by at a high speed
16761,55082,S7sNGSmzBIc,30,An infant crying while a man talks in the background
16762,19804,7JCV2B6mbDo,30,A baby lets out several loud cries
16763,100439,yAUkVgQpU64,200,An audience laughs and continues to do so after a male voice speaks
16764,32888,DuNLm284m80,10,Distant claps of thunder with rain falling and a man speaking
16765,100436,yAMsTsqc9hM,410,Goats bleating and rustling with mechanical humming
16766,100437,yAOcuPlIBwI,15,Several sirens are triggered and vehicles move
16767,7821,28XfXlC7zkw,30,An engine lowly hums as it idles
16768,100433,yAAxjVbx2qc,0,"A woman sneezes, then sneezes again"
16769,19808,7J_ElzxeHt8,30,A tick and then chimes once in a long tone
16770,63662,Y3Gy4yxa2zw,9,Water is dripping and then begins to trickle
16771,24279,9X_nCLSJfz8,30,A male speaking and people laughing in the background
16772,3089,0E0o-8_58fw,40,Baby coughing and starting to cry
16773,3084,0DoOpd6I_Rc,250,A man talking and the sound of dishes being set down
16774,3087,0Dtud0p2l54,160,"A machine is making a rhythmic, clattering sound"
16775,3081,0DkVfew23EA,30,Speech uttered by an adult male human
16776,3080,0DjCF-MgraE,30,Water flowing in a stream and voices heard slightly
16777,3083,0DoG8-RdTaA,180,Wood clanking together
16778,3082,0Dl5xLfjuQc,30,A child is speaking and a crowd of children respond
16779,91829,rZmKmSbF8Y8,390,Keys on a keyboard click followed by a guy speaking
16780,33668,EMBzFQysYzc,6,Several electronic beeps followed by a bursting pop with several party blowers blowing
16781,72569,dMwGcIGzycQ,9,A stream of water rushing as wind blows lightly into a microphone with camera muffling followed by water splashing and gurgling alongside a young boy laughing
16782,32883,DuFMo1Si6W4,10,A race car revs and speeds away
16783,55723,SZbCMTwPSuk,310,"Passing traffic, the whir of a motor"
16784,91258,r85ORno3_C4,30,A spray is released several times
16785,59933,VT8vP8er1ZU,90,A man talks while liquid flows
16786,100292,y3SbUxR9Kqw,20,A siren is triggered while a horn sounds several times
16787,73400,dxV3qZDT3-U,140,A baby cries and people speak
16788,100295,y3ZfCR0GvCA,110,A woman speaks and multiple children talk in the background
16789,100299,y3fj68K5xWU,400,Wind blows hard while a person speaks in the background
16790,56906,TNtO8RPd3iE,30,"A baby cries nearby and then stops, after which it starts to cry again"
16791,52598,QRPDewniLkA,290,A small engine ides in the background as a man talks loudly during which he beeps a short horn
16792,34737,ExKLfgy7BvQ,30,A man speaking as plastic shuffles followed by metal lightly clanking before a power tool drill operates
16793,101749,zD3Arzcb6Qs,180,Music followed by vibrations and low humming
16794,101745,zD098T4MMgo,180,Humming of a small engine
16795,101746,zD1Z7ZkU1aQ,520,A sewing machine running as a woman is speaking followed by cloth shuffling and plastic clanking
16796,101743,zCtArHr4NE8,80,Birds chirp with distant humming
16797,101742,zCsHL_S5V60,300,A man speaking while birds chirp in the background
16798,30316,CXgDZQY7MAM,200,A steady grinding is moved closer and then further away
16799,34732,EwsSQul7RtQ,10,Rustling followed by high pitched vibrations and sanding with a man speaking
16800,87943,ocNcCHTKXhg,30,A man speaking followed by croaking of a frog
16801,97899,wCcLYDXDmJo,120,The wind is blowing loudly while rustling leaves are moving at a moderate pace
16802,43891,Kjyg6RWDlZw,40,Male speech followed by moving noises of objects
16803,21075,7w_k9kIz4-E,30,Several males speaking loudly while an engine revs up
16804,30313,CXcJ-Ar7pQ4,30,A series of pressurized air sprays as a machine motor operates
16805,92733,sFVMRkXFY2Y,30,A muffled helicopter noises
16806,78320,hYKBiifL0aM,20,Two dogs bark while two young people speak
16807,100213,y-Dxc9j3r58,50,Cracking and rustling with mechanical humming
16808,14269,4nsf1ewRT0Y,80,"A woman talks, and a sewing machine runs"
16809,100266,y1v41zz2f5k,30,Something makes buzzing sounds before a stream of water gurgles
16810,52596,QRNt5AZiIr0,40,Helicopter flying followed by a big rig
16811,88041,ohJseE8O_oY,160,Slow vibrations and rubbing on wood with some light banging and rattling
16812,21077,7wc8YhwMjek,40,Birds are chirping and a singe duck is quacking
16813,54021,RPvqI4KYiO4,0,"A car beeps loudly, followed by a car engine starting up quietly"
16814,85096,mWFw2__BTP8,10,A helicopter flies getting closer and then moving away
16815,59676,VIe_Qkg5RJI,130,Steam engine hissing
16816,101877,zJFQobhfIt0,30,Loud blaring of a police siren
16817,57329,TfFCYBaXYKE,70,A woman speaking with music and birds chirping in the background
16818,6006,1Os_nVaJKaA,30,Rain drops falling on the ground and a cat meowing
16819,6004,1OsEBQwADTw,260,The roar of an aircraft engine
16820,6005,1OsHI6sB8q8,80,A drill is in use
16821,6003,1OpLOi5kuhA,30,People are laughing and talking and a dog is whimpering
16822,6000,1OhGRN9OzdM,19,A cat meowing
16823,6001,1OiiHOphoEo,10,People are laughing
16824,42271,Jh1UIXgmZnI,90,A train moves getting further and then getting closer and a horn is triggered
16825,42272,Jh2-zaDakrU,30,A helicopter engine running and propellers rotating
16826,42273,Jh53lLBY-SM,20,A race car accelerates very quickly
16827,6008,1OsjpAjmHv0,330,Woman speaking with tapping noise
16828,6009,1OuL8yhj8LA,30,"A man speaking followed by a door closing, followed by more speaking"
16829,53026,QhTmxqQa1oE,140,Splashing and gurgling water
16830,7395,1xwbUojdBdI,30,Male foreign voice heard with engine sound in background
16831,7394,1xwZ081mywc,0,A frog croaks as soft tinkles sound in the distance
16832,7396,1y-nQIY_kmo,290,A sewing machine is in use and a woman speaks
16833,10059,32Ze1OHFeAk,30,A horse galloping on a windy day
16834,10058,32YmhSSVU4U,30,Water running from a faucet
16835,10056,32WFQlLaJxc,30,Wind blows and people speak before a car speeds into the distance
16836,10052,32T8xTpvTFI,200,"An adult male is speaking, rustling is present, and an animal bleats"
16837,10051,32RCWk5ez34,30,An explosion occurs in front of a group of people
16838,45130,LZFlOESkqcE,0,People talking and something snorting
16839,85634,mtfhuCCgOEE,30,A duck quacks and a woman speaks followed by a baby squealing
16840,85636,mtn1tppGXTE,25,"A tool motor is buzzing and vibrating, a hissing sound is present, and birds chirp in the background"
16841,85631,mtZWIHHpGOo,330,A man talks while a music is played
16842,85633,mtc0uThuGl4,350,Metal scrapping then ice crunching and rattling against a plastic surface followed by more metal scrapping and clanging
16843,37516,GfLSS0wfzws,30,Wind blowing with people speaking then an air horn blows
16844,61547,W_3s6shq2a0,180,A woman speaking followed by a dog whining
16845,42855,K4Hcb00hTTY,30,A vehicle moves and some pressurized gas is released
16846,42857,K4NdHnHkc9o,30,A ding sound followed by tapping
16847,42852,K4BX3S_Ke8k,30,Shuffling of metal and wood
16848,5099,11XzwVsiNzA,30,Gurgling of a toilet flushing or drain emptying
16849,84322,lwRjK7F6JKM,10,A siren wails and passes by
16850,84323,lwZrMwCywJY,6,People laugh and speak while a pig oinks
16851,5090,11QSajk8fwQ,30,Wind blows hard and water crashes as men speak
16852,5091,11SC81BpdJQ,150,Men talking and a drilling sound
16853,5093,11SUq0U6ld8,30,"Man speaking followed by a whistle and conversation between men and women, some laughing"
16854,5094,11UytfydL28,17,A loud clutter and men talking and laughing
16855,5095,11V8CO7-Ok8,160,Water is splashing
16856,4494,0n14FNj4AOo,20,A vehicle engine running
16857,4493,0mySctvwmfY,30,A high pitched engine getting closer
16858,4492,0mw9nlf9cjw,70,Deep male voice speaking in a foreign language with liquid falling into a hollow container
16859,4491,0mvNKF1TA_k,0,Someone hits mute on a phone line
16860,4490,0muSsnuu4t0,30,A person is talking and an engine is humming
16861,4499,0n277mRByWo,50,A group of females are laughing at a controlled pace followed by talking
16862,5324,17Pp9-fT7tw,30,Man speaking in the wind
16863,5325,17SRTtOSdhM,30,An adult male speaks to another over a radio while pigeons coo in the background
16864,5320,17M0uRK-fBU,20,A rattlesnake is hissing
16865,5329,17W2MKjmL30,30,The car is heard zooming past on the road
16866,73660,e7l1R7JSKKQ,80,Glass clanking followed by a man speaking as food and oil sizzles
16867,70464,boxiMLU_xkI,180,A man talks and shouts while a music plays followed by several gun shots
16868,68101,a8hQSJrFbBA,70,An animal vocalizes quickly
16869,18724,6oOXuor9W-w,30,A dog barks and its nails scrape against the floor followed by some banging and scraping
16870,18727,6oS4OX8Jvco,30,A door opens quickly then closes
16871,18726,6oRZaLfNv3Y,60,A man is speaking then a person burps and people laugh
16872,18720,6oJeeOZFzyY,20,Quick high pitched vibrations of a small motor
16873,18723,6oNtiUPum_U,30,Car engines idle
16874,18722,6oMT1NqDBrE,30,Wind blows hard and an engine hums
16875,75250,fKOzqs3i9CU,30,An engine running with bells ringing followed by a loud horn
16876,71738,cluHOW_EnAQ,30,"A scrapping sound, people talking and a sheep crying"
16877,18729,6oTaARyGHi4,0,Birds chirping followed by a man snoring and an alarm clock ringing
16878,18728,6oT9FFI8dj0,260,A stream runs in the background as a man speaks then a bell rings and something swooshes several times
16879,17800,6OEMopgLSBs,30,"An adult male is speaking via amplifier, echo is present, and a crowd of people speak in response"
16880,17803,6OHF4MyZUeI,310,Water flowing and breathing
16881,17805,6OKroPu0Prg,30,A duck quacks as birds sing and a rooster crows
16882,17804,6OJoUpFP6SA,10,Emergency sirens with background voice and banging
16883,17807,6OLmkERXVnQ,30,A cat meows and then a dog whimpers
16884,17806,6OL0Qe5VG8U,30,A motor vehicle engine is running and fades
16885,87163,o1c5JjtAv0o,40,"A helicopter hovers nearby loudly, and then flies past"
16886,87161,o1UAj2kfb70,160,A machine runs and wind blows
16887,87167,o1mjz3v6w6I,24,A revving motor and rain coming down
16888,87165,o1e4nXNYK4I,40,Dogs whimper nearby and then a person makes a clicking noise with their mouth
16889,4980,0zKghfTB4mg,30,"Ominous musical notes, some banging, a woman speaks"
16890,87169,o1nLqLh1V7Y,30,A man announces a game as kids yell and pigs footsteps fast and squeal
16891,67351,_a9Bu226Yek,60,A small audience is clapping and someone whistles
16892,2156,#NAME?,60,Muffled speaking with two separate gun shots
16893,83672,lSehNb7YKLM,60,A machine gun fires repeatedly with echo
16894,19922,7NS5mP3OL7Q,29,Frogs are peeping in the distance and a frog croaks close to the microphone
16895,83675,lSpJBDT-vsg,140,A few breaths of a woman followed by a loud sneeze
16896,29836,CH2JOY0bJPk,70,A man talks while a vehicle moves
16897,4985,0zTJylHgnRg,7,"Vehicle grooming by, then man speaking"
16898,83678,lT2KWlgfh8c,440,Light scratching and rattling followed by water pouring
16899,2151,#NAME?,30,Applause heard followed by wind and dogs barking
16900,47985,NPblvsVKDag,100,Humming with wind blowing and people speaking as thunder roars in the distance
16901,2152,#NAME?,30,Ribbing up of vehicle motor while people in background talk muffled
16902,66830,_EKZiFPfOns,110,A music is played followed by waves
16903,66831,_ENOaD2TBhQ,50,A child speaks slowly and wrappers are crumpled and moved around
16904,66832,_EP9N5QWUcQ,30,Humming and some clicks with a man speaking
16905,4986,0zTXYIo3ljg,30,Woman talking in the distance among st the sounds of farm animals
16906,66836,_ERWiMmZ2YU,50,Car engine accelerating followed by music
16907,81459,jpqUA3PKge4,140,A man speaks as food sizzles
16908,65011,YzxGlBhbtmY,30,A bell ringing at various pitches
16909,90715,qhG2kyZjaeo,290,Train whistle woos over and over and rails on the train chug
16910,35891,Fgp8ljPZNd8,70,An aircraft engine is running smoothly and vibrating rhythmically in the foreground while an adult male speaks faintly in the background
16911,69901,bQ2EG5R4aCg,24,A woman is speaking as food is frying with sizzling noises
16912,12547,4445_gZfGpc,30,Electrical humming as a dog breathes and plastic is clicked
16913,12544,43x0AzgKhv4,30,"A man speaks over a loudspeaker, people cheer"
16914,12548,445d1Ss1GAM,9,"Waters splashes, a woman speaks"
16915,95925,uhdW0h5Ya_I,490,A file scrapes on wood several times nearby
16916,95926,uhiZyrD5GY8,400,Banging as food sizzles followed by some light scraping with distant muffled music
16917,35899,FhM-vNXn0eQ,170,A clanging sound followed by a dropping sound and a child laughing at the end
16918,95920,uhOh3x9I6bw,20,"A child burps a long slow burp, then laughs briefly"
16919,43628,Ka7GzwdZepc,550,A woman talks while some material is crumpled
16920,7478,2-TRXtJ6pqE,50,Loud snoring with birds chirping in the distance
16921,7479,2-TuPAeZzyk,30,Man speaks while car speeds past
16922,50929,PK4_-itx6kw,50,Clicking with some crinkling and scraping
16923,7471,2-BcDQ7XO3Y,30,"Police sirens and car horns, male voices heard"
16924,7472,2-ETU2W_TFc,14,Two men speaking with vehicles driving by
16925,7476,2-Q2FuQMhG0,3,"A baby is crying, an adult female speaks, and something is buzzing"
16926,7477,2-RoLT4M1V0,190,Race car accelerating and leveling off
16927,19098,7-5Hf25VbhQ,100,A man is making obnoxious beeping and childish sounds then says something in a strong accent followed by a child laughing in response
16928,19099,7-7Um2hUAI0,30,A whistle is blown followed by continuous quacking
16929,16048,5_Rd8m80SB8,30,"A group of people talking near splashing water, with water vehicles in the background"
16930,16049,5_TAamLtN64,520,Two people are having a conversation and thunder cracks in the distance
16931,19094,6zyktXme8Y0,440,A large engine is running as a woman speaking in a muffled tone is interrupted by a man before a shrill squeaking noise occurs
16932,19097,7-3WE3wSv5s,160,Ducks quacking
16933,19090,6zv2ZTvdILg,20,Crowd in the background noise while man and woman speak
16934,19093,6zyNBMfEycw,25,A man speaking with a constant running noise
16935,73106,dj7NaqpojuM,30,Roaring of traffic and wind followed by a siren
16936,88761,pEUmhXCmXLU,0,Birds chirping followed by whistling and singing
16937,88762,pEVr_jGigug,80,A machine runs and a man speaks
16938,28377,BWdbykeMqEA,30,"Someone makes a mouth snort, a revving engine starts and a man speaks while through the whole thing a piano key plays one note"
16939,49989,OjECKYqsM8g,530,A woman talking followed by a plastic thump then faucet water pouring and a girl chuckling
16940,65909,Z_dZ39hC5DM,190,A middle-aged man speaks as a metal is rubbed against metal
16941,65711,ZSyawwAJols,2,Music playing in the distance with some hissing and humming
16942,19548,7C0t5NhGvjY,30,A bus runs while people talk in the background
16943,19549,7C1u5Yzh15w,20,A car horn beeps three times
16944,65716,ZTCglYEi9aI,40,A man talking then laughing as a lawn mower runs followed by a power tool drilling
16945,19542,7Br8brB43CE,80,A baby cries and a surface is tapped
16946,19543,7BrW2OIEGE4,20,Metal is scraping against another hard surface and food is lightly sizzling
16947,19540,7Bp_aLXAqCY,40,A person is tapping on a keyboard
16948,2323,#NAME?,90,An engine revving up and indistinguishable speech
16949,13637,4YkJGaA7wnw,280,Birds are chirping and people are talking
16950,13632,4YbeWMI-a4U,150,A man and woman talk and laugh
16951,2326,#NAME?,30,"Clicking, a dog whimpering and crying"
16952,13630,4Y_NJx-p_wQ,30,Car is skidding insanely
16953,49987,OjAYINFHI0Q,200,Stream of water flowing while a kid speaks loudly followed by a man talking then a kid screaming and more kids yelling in the distance
16954,2329,#NAME?,30,She is giving a speech
16955,13638,4YkSpSQl-I0,510,Food is sizzling and a woman speaks
16956,13639,4Ykvx5WgpmU,20,A motorcycle is speeding by
16957,97787,w7uhZICAX8M,180,Some liquid flows while some reel turns
16958,46328,MM8KLZaS1pQ,90,Small birds chirping with light rustling
16959,46324,MM2IsxUASQw,30,A series of heavy sprays while a loud machine operates
16960,17398,6Bf8TALCj_4,10,Cars passing by
16961,65590,ZNY90lUCDco,10,"A click, then quick rubbing, and the splash of one water droplet"
16962,56808,TJJvvCQa0NE,30,Hissing spray is ongoing
16963,17391,6BRJaFkp00g,0,Silence followed by a single meow
16964,94324,tTT8P7o_stQ,40,"An emergency vehicle siren blows, followed by a large motor vehicle engine operating and a group of people talking in the background"
16965,17393,6BXdU_7YbjY,1,"A car engine is idling, making a continuous clicking and soft tapping sound"
16966,17392,6BXKOBFg-7A,240,Engines rumble as a single beep chimes
16967,17396,6B_W4CnXFoU,110,A female speaking with muffled voices in the background
16968,2499,#NAME?,17,A small click then a loud bang
16969,2498,#NAME?,30,A drill starts and stops a few times with a man talking briefly in the middle
16970,43662,Kb28LZWRwoM,40,An electric buzzing saw cutting through something and the engine revving
16971,60299,VhGPUDeFAKs,20,Spraying and hissing
16972,43667,KbDVoLiA5rs,30,"A man yelling, gunfire going off"
16973,2491,#NAME?,30,Male speech with dog bark and whimper
16974,2490,#NAME?,30,Robotic voice of an aggressive male
16975,2492,#NAME?,25,Rushing wind and thumping followed by a man's speaking
16976,2495,#NAME?,30,Female speaking while faucet is running in tub
16977,2494,#NAME?,30,Jet engine running and slight beeping sounds
16978,2497,#NAME?,30,Duck quacking with wind
16979,11779,3kBBQTU1Qss,0,"A horse is running, a clunk occurs, and people are speaking in the background"
16980,11778,3k6tn3xFJs0,200,"A loud buzzing of an engine, wind blows"
16981,96789,vOWiwnIeudg,50,Several bells ringing
16982,63927,YFO9zHiDwr8,120,A man talks followed by a liquid flowing
16983,11771,3jyoH864nA8,0,Hum of a watercraft motor
16984,11772,3jzMzHwLLYg,110,The clip-clop of a horse riding around
16985,11777,3k5ozDCyWjs,30,A man speaks as birds twitter and chirp in the background
16986,17026,61mVnkQYKqI,30,A woman is narrating a video in which another woman is speaking
16987,17024,61hb7kz_wxY,30,Someone is crinkling paper then is spraying something out of a bottle
16988,17023,61acVlLeIkw,50,Single beep followed by low beep and two loud beeps
16989,17021,61YxlqfKb2E,50,A drill drilling and male speaking
16990,17020,61Vl5yTsyYg,110,Light snoring is accompanied by clicking
16991,17028,61qah-GU-nU,30,Male speaker with echo
16992,64042,YK3pLRkQwyo,250,"While music plays and people talk in the background, metal clanking and rattling are present and random hisses occur"
16993,60744,W04sEQSZJ9Q,30,Typing on a computer keyboard
16994,64049,YKNnVEWwwcM,190,A man speaks with some groaning followed by ringing then an explosion
16995,53380,QxLTAdmTN9E,50,Humming and vibrating of an engine speeding into the distance
16996,53386,Qx_d7soJ-B4,10,A toilet flushes over and over with a few clicks in between
16997,70753,c102B6YkTD4,550,A man performs a speech and a crowd applauds
16998,90784,qkyywjex5hs,490,A child speaks and a woman speaks over the phone
16999,90044,qAXcKqZV8Fs,90,A vehicle revs down and then downshifts
17000,49118,O8B5PuPLuwE,430,Large waves come ashore on a beach with some tapping noise at one point
17001,49119,O8BsPrP-YRY,0,A man speaks briefly but continuously and a baby giggles
17002,20537,7euBVitJbC4,470,An engine humming as it idles
17003,20535,7esvrBxflyg,210,Large church bells ring
17004,20533,7eleOXN8Oew,580,"Streaming water, then a man and woman talk"
17005,20532,7ejjOp7yJww,30,A man speaking and woman responds
17006,20531,7eiHvOG8M0w,30,A man speaking as metal clicks
17007,70755,c18rW5sMDOo,30,A woman speaks fast giving lots of information
17008,20539,7evWffIywLc,300,A man speaks briefly and then an engine is revved up and tires spin
17009,66997,_MHcfnXOgZ4,28,A baby cries as people talk in the distance
17010,95499,uMCms9VFMv0,180,Food fries in a fryer as a person talks nearby
17011,59814,VO_bVbMrh-8,10,A person snoring then exhaling while mumbling
17012,95490,uLlGzmM9Zm8,30,A man is speaking along with pigeons cooing lowly in the background
17013,43138,KGBJNrRNnKo,420,Mechanical humming with dry scraping followed by a man speaking
17014,42137,JcBxrPtyI9U,110,A vehicle driving by quickly and revving
17015,80340,j0RLx8UPS8w,400,A car engine humming as it idles then accelerates
17016,49166,OA1AxlDwueA,10,A man snores continuously as another laugh
